X_REGRID,Y_REGRID,Z_REGRID
453522.6584848485,6780554.334545455,1947.246905921208
453617.78424242424,6780554.334545455,1944.680909090876
453712.91000000003,6780554.334545455,1963.0597848577588
453808.03575757577,6780554.334545455,1988.5302237857818
453903.1615151515,6780554.334545455,2005.79
453998.2872727273,6780554.334545455,2007.5732167832587
454093.413030303,6780554.334545455,2003.79
454188.5387878788,6780554.334545455,2000.8448600049771
454283.66454545455,6780554.334545455,1992.8634731935135
454378.79030303034,6780554.334545455,1980.726731934873
454473.9160606061,6780554.334545455,1970.702589025017
454569.0418181818,6780554.334545455,1957.9158741259191
454664.1675757576,6780554.334545455,1945.0763589744336
454759.29333333333,6780554.334545455,1930.4538813589484
454854.4190909091,6780554.334545455,1919.4788111888415
454949.54484848486,6780554.334545455,1902.8805454545322
455044.6706060606,6780554.334545455,1891.2901170323803
455139.7963636364,6780554.334545455,1887.736846787862
455234.9221212121,6780554.334545455,1887.4659906759541
455330.0478787879,6780554.334545455,1887.4096533233337
455425.17363636364,6780554.334545455,1884.79
455520.29939393944,6780554.334545455,1882.9241142190772
455615.42515151517,6780554.334545455,1880.7899999999997
455710.5509090909,6780554.334545455,1879.05573426571
455805.6766666667,6780554.334545455,1876.79
455900.8024242424,6780554.334545455,1874.887557760008
455995.9281818182,6780554.334545455,1874.296993006973
456091.05393939395,6780554.334545455,1878.696759906728
456186.1796969697,6780554.334545455,1883.538795114234
456281.3054545455,6780554.334545455,1884.79
456376.4312121212,6780554.334545455,1884.7900000000002
456471.556969697,6780554.334545455,1884.79
456566.68272727274,6780554.334545455,1886.3442797202506
456661.8084848485,6780554.334545455,1887.6140850058782
450668.88575757574,6780662.286060606,2098.0021212121196
450764.01151515153,6780662.286060606,2089.972983682967
450859.13727272727,6780662.286060606,2078.1590753691025
450954.26303030306,6780662.286060606,2062.0883682983663
451049.3887878788,6780662.286060606,2041.0401942501844
451144.5145454545,6780662.286060606,2022.1220590520645
451239.6403030303,6780662.286060606,2004.3492190049997
451334.76606060605,6780662.286060606,1981.411600621609
451429.89181818184,6780662.286060606,1958.018121212143
451525.0175757576,6780662.286060606,1930.4266651126534
451620.14333333337,6780662.286060606,1905.053990642482
451715.2690909091,6780662.286060606,1879.4816829837164
451810.39484848484,6780662.286060606,1864.179585081597
451905.5206060606,6780662.286060606,1850.4707600759689
452000.64636363636,6780662.286060606,1832.5057408391485
452095.77212121215,6780662.286060606,1821.611718725725
452190.8978787879,6780662.286060606,1811.0617262164903
452286.0236363636,6780662.286060606,1804.001344211337
452381.1493939394,6780662.286060606,1801.6299378399326
452476.27515151515,6780662.286060606,1801.346552304476
452571.40090909094,6780662.286060606,1809.706860916867
452666.5266666667,6780662.286060606,1817.7581429681368
452761.65242424246,6780662.286060606,1816.79
452856.7781818182,6780662.286060606,1833.55803740711
452951.90393939393,6780662.286060606,1847.6562463415753
453047.0296969697,6780662.286060606,1839.473047102684
453142.15545454546,6780662.286060606,1841.2339316239168
453237.28121212125,6780662.286060606,1862.9898768687426
453332.406969697,6780662.286060606,1896.429741313408
453427.5327272727,6780662.286060606,1931.2464912287983
453522.6584848485,6780662.286060606,1940.8774125873756
453617.78424242424,6780662.286060606,1934.3943819589338
453712.91000000003,6780662.286060606,1932.0553731050309
453808.03575757577,6780662.286060606,1956.8309636141387
453903.1615151515,6780662.286060606,1978.7068907290259
453998.2872727273,6780662.286060606,2026.9578617516852
454093.413030303,6780662.286060606,2014.2495959595324
454188.5387878788,6780662.286060606,2018.0278679098988
454283.66454545455,6780662.286060606,2011.5343667443735
454378.79030303034,6780662.286060606,2000.6081818181342
454473.9160606061,6780662.286060606,1987.2445174825557
454569.0418181818,6780662.286060606,1973.7085936286
454664.1675757576,6780662.286060606,1957.2999638055762
454759.29333333333,6780662.286060606,1939.6053442113662
454854.4190909091,6780662.286060606,1933.8080699300583
454949.54484848486,6780662.286060606,1912.3806806837006
455044.6706060606,6780662.286060606,1890.6587365968378
455139.7963636364,6780662.286060606,1890.595292929287
455234.9221212121,6780662.286060606,1886.5770040148782
455330.0478787879,6780662.286060606,1880.7071372183673
455425.17363636364,6780662.286060606,1874.1932634032676
455520.29939393944,6780662.286060606,1865.902764568895
455615.42515151517,6780662.286060606,1871.6866588966184
455710.5509090909,6780662.286060606,1869.8086480186544
455805.6766666667,6780662.286060606,1867.2931358842422
455900.8024242424,6780662.286060606,1866.8451919191614
455995.9281818182,6780662.286060606,1865.4240326340414
456091.05393939395,6780662.286060606,1868.9054036171765
456186.1796969697,6780662.286060606,1870.5213566433063
456281.3054545455,6780662.286060606,1875.8017327117473
456376.4312121212,6780662.286060606,1874.315241794186
456471.556969697,6780662.286060606,1874.148197358166
456566.68272727274,6780662.286060606,1873.9430691530868
456661.8084848485,6780662.286060606,1873.8262753393929
456756.93424242426,6780662.286060606,1871.7869787426478
450668.88575757574,6780770.237575758,2108.3862517483203
450764.01151515153,6780770.237575758,2097.7923403264144
450859.13727272727,6780770.237575758,2087.930944832972
450954.26303030306,6780770.237575758,2068.937241647297
451049.3887878788,6780770.237575758,2048.029373445537
451144.5145454545,6780770.237575758,2026.078142968166
451239.6403030303,6780770.237575758,2003.7899999999997
451334.76606060605,6780770.237575758,1980.723523377451
451429.89181818184,6780770.237575758,1961.3004693084574
451525.0175757576,6780770.237575758,1936.2966884227048
451620.14333333337,6780770.237575758,1911.6122805988216
451715.2690909091,6780770.237575758,1886.9661491841566
451810.39484848484,6780770.237575758,1859.8331093707316
451905.5206060606,6780770.237575758,1845.0666122766872
452000.64636363636,6780770.237575758,1829.0308702408868
452095.77212121215,6780770.237575758,1813.1334343434823
452190.8978787879,6780770.237575758,1801.5006822066607
452286.0236363636,6780770.237575758,1801.2872804972994
452381.1493939394,6780770.237575758,1805.7420411617838
452476.27515151515,6780770.237575758,1809.3815151516383
452571.40090909094,6780770.237575758,1814.8626495727078
452666.5266666667,6780770.237575758,1823.115784359066
452761.65242424246,6780770.237575758,1837.9825506221443
452856.7781818182,6780770.237575758,1868.2328434319306
452951.90393939393,6780770.237575758,1859.2500927815968
453047.0296969697,6780770.237575758,1847.7647132867844
453142.15545454546,6780770.237575758,1834.8468220668544
453237.28121212125,6780770.237575758,1850.9004252400082
453332.406969697,6780770.237575758,1880.0750752797605
453427.5327272727,6780770.237575758,1918.2547822713188
453522.6584848485,6780770.237575758,1961.9592247149585
453617.78424242424,6780770.237575758,1955.1009494950472
453712.91000000003,6780770.237575758,1937.9163216784311
453808.03575757577,6780770.237575758,1916.028369202298
453903.1615151515,6780770.237575758,1945.6341644318413
453998.2872727273,6780770.237575758,1959.3601825158498
454093.413030303,6780770.237575758,1979.6438851784583
454188.5387878788,6780770.237575758,2025.6853878198772
454283.66454545455,6780770.237575758,2023.8012665113274
454378.79030303034,6780770.237575758,2014.0264473345965
454473.9160606061,6780770.237575758,1998.9852136752395
454569.0418181818,6780770.237575758,1984.6128438228998
454664.1675757576,6780770.237575758,1966.5625019425813
454759.29333333333,6780770.237575758,1949.9672851593136
454854.4190909091,6780770.237575758,1932.9797622377591
454949.54484848486,6780770.237575758,1921.4953115773012
455044.6706060606,6780770.237575758,1911.7634607614743
455139.7963636364,6780770.237575758,1905.5342890442423
455234.9221212121,6780770.237575758,1902.79
455330.0478787879,6780770.237575758,1892.807921522952
455425.17363636364,6780770.237575758,1880.7321530692977
455520.29939393944,6780770.237575758,1867.3061420572608
455615.42515151517,6780770.237575758,1862.3530613830565
455710.5509090909,6780770.237575758,1856.9361041180086
455805.6766666667,6780770.237575758,1854.5417000776288
455900.8024242424,6780770.237575758,1854.265912975885
455995.9281818182,6780770.237575758,1850.2558119656778
456091.05393939395,6780770.237575758,1851.1738383837114
456186.1796969697,6780770.237575758,1853.8327350426948
456281.3054545455,6780770.237575758,1857.6023456448324
456376.4312121212,6780770.237575758,1857.5479642578985
456471.556969697,6780770.237575758,1857.1878243977826
456566.68272727274,6780770.237575758,1854.2160988066748
456661.8084848485,6780770.237575758,1854.000567210495
456756.93424242426,6780770.237575758,1853.795439005401
456852.06,6780770.237575758,1853.4857943423453
456947.1857575758,6780770.237575758,1839.9190324222102
450668.88575757574,6780878.189090909,2109.2838057109557
450764.01151515153,6780878.189090909,2093.8085920745943
450859.13727272727,6780878.189090909,2081.3984662004714
450954.26303030306,6780878.189090909,2061.2343000555747
451049.3887878788,6780878.189090909,2043.5215990675943
451144.5145454545,6780878.189090909,2024.0077521273945
451239.6403030303,6780878.189090909,2007.0912276787317
451334.76606060605,6780878.189090909,1988.5727878787864
451429.89181818184,6780878.189090909,1964.5253566433514
451525.0175757576,6780878.189090909,1944.1010974485234
451620.14333333337,6780878.189090909,1919.6015337995286
451715.2690909091,6780878.189090909,1894.0399440559445
451810.39484848484,6780878.189090909,1867.0529211285996
451905.5206060606,6780878.189090909,1848.8419142191071
452000.64636363636,6780878.189090909,1831.209580419575
452095.77212121215,6780878.189090909,1815.1216087830935
452190.8978787879,6780878.189090909,1801.3839720279832
452286.0236363636,6780878.189090909,1808.300559440571
452381.1493939394,6780878.189090909,1816.1256643356603
452476.27515151515,6780878.189090909,1824.2538694639013
452571.40090909094,6780878.189090909,1828.5775151515368
452666.5266666667,6780878.189090909,1837.457939179039
452761.65242424246,6780878.189090909,1864.8704858844299
452856.7781818182,6780878.189090909,1882.9075926820224
452951.90393939393,6780878.189090909,1870.766689976682
453047.0296969697,6780878.189090909,1862.7754918415583
453142.15545454546,6780878.189090909,1845.466673482821
453237.28121212125,6780878.189090909,1846.968573426579
453332.406969697,6780878.189090909,1858.1299087278676
453427.5327272727,6780878.189090909,1906.5904295062767
453522.6584848485,6780878.189090909,1955.0509502847153
453617.78424242424,6780878.189090909,1962.8237156176774
453712.91000000003,6780878.189090909,1949.2059999999988
453808.03575757577,6780878.189090909,1923.762578088577
453903.1615151515,6780878.189090909,1907.402941724949
453998.2872727273,6780878.189090909,1899.0708923077382
454093.413030303,6780878.189090909,1928.2347984522714
454188.5387878788,6780878.189090909,1957.0763298482293
454283.66454545455,6780878.189090909,1997.837276605238
454378.79030303034,6780878.189090909,2023.1751271153073
454473.9160606061,6780878.189090909,2010.8634265734743
454569.0418181818,6780878.189090909,1995.5885899364084
454664.1675757576,6780878.189090909,1975.3265034965154
454759.29333333333,6780878.189090909,1958.2239300699955
454854.4190909091,6780878.189090909,1940.1877145397252
454949.54484848486,6780878.189090909,1928.230559440583
455044.6706060606,6780878.189090909,1919.668787878806
455139.7963636364,6780878.189090909,1908.186875451252
455234.9221212121,6780878.189090909,1903.7899999999997
455330.0478787879,6780878.189090909,1895.377412587407
455425.17363636364,6780878.189090909,1885.3410484494552
455520.29939393944,6780878.189090909,1873.8205268065092
455615.42515151517,6780878.189090909,1858.5317808857783
455710.5509090909,6780878.189090909,1839.1920457689394
455805.6766666667,6780878.189090909,1832.0627272726458
455900.8024242424,6780878.189090909,1828.5638927738153
455995.9281818182,6780878.189090909,1830.6423245468911
456091.05393939395,6780878.189090909,1829.2830069929373
456186.1796969697,6780878.189090909,1830.2678554777956
456281.3054545455,6780878.189090909,1833.3276277599057
456376.4312121212,6780878.189090909,1837.0277622376684
456471.556969697,6780878.189090909,1829.802624708581
456566.68272727274,6780878.189090909,1826.1081818181942
456661.8084848485,6780878.189090909,1821.9298601396863
456756.93424242426,6780878.189090909,1824.5778787878212
456852.06,6780878.189090909,1827.5802097902272
456947.1857575758,6780878.189090909,1829.8570697472799
457042.3115151515,6780878.189090909,1818.7675178028962
450668.88575757574,6780986.140606061,2113.640038850042
450764.01151515153,6780986.140606061,2100.79
450859.13727272727,6780986.140606061,2084.884941317677
450954.26303030306,6780986.140606061,2066.436694638679
451049.3887878788,6780986.140606061,2047.7948236208201
451144.5145454545,6780986.140606061,2026.4883593168938
451239.6403030303,6780986.140606061,2006.3525998445973
451334.76606060605,6780986.140606061,1982.4975742035763
451429.89181818184,6780986.140606061,1961.0788087763694
451525.0175757576,6780986.140606061,1938.3872587412582
451620.14333333337,6780986.140606061,1915.5155011654902
451715.2690909091,6780986.140606061,1887.4217016316943
451810.39484848484,6780986.140606061,1865.5326184926153
451905.5206060606,6780986.140606061,1846.8785687645716
452000.64636363636,6780986.140606061,1827.9282706057136
452095.77212121215,6780986.140606061,1811.4830370163036
452190.8978787879,6780986.140606061,1813.817972027982
452286.0236363636,6780986.140606061,1820.3781535034846
452381.1493939394,6780986.140606061,1826.9986247086292
452476.27515151515,6780986.140606061,1831.1851048950894
452571.40090909094,6780986.140606061,1835.034444648813
452666.5266666667,6780986.140606061,1844.405655574733
452761.65242424246,6780986.140606061,1879.0867015063398
452856.7781818182,6780986.140606061,1899.3887450771176
452951.90393939393,6780986.140606061,1890.240660450656
453047.0296969697,6780986.140606061,1877.3043216783362
453142.15545454546,6780986.140606061,1862.2063853923828
453237.28121212125,6780986.140606061,1851.1568500388419
453332.406969697,6780986.140606061,1843.101294765812
453427.5327272727,6780986.140606061,1881.3094970652314
453522.6584848485,6780986.140606061,1922.426521425766
453617.78424242424,6780986.140606061,1949.2307738927377
453712.91000000003,6780986.140606061,1945.3266882950452
453808.03575757577,6780986.140606061,1929.1046542346494
453903.1615151515,6780986.140606061,1906.942808080812
453998.2872727273,6780986.140606061,1881.7903508804577
454093.413030303,6780986.140606061,1857.99720661157
454188.5387878788,6780986.140606061,1873.5051738792988
454283.66454545455,6780986.140606061,1907.160044317517
454378.79030303034,6780986.140606061,1943.5146634238602
454473.9160606061,6780986.140606061,1970.176788607976
454569.0418181818,6780986.140606061,2004.4551914417887
454664.1675757576,6780986.140606061,1980.4570858850998
454759.29333333333,6780986.140606061,1961.4865815548749
454854.4190909091,6780986.140606061,1945.561153587149
454949.54484848486,6780986.140606061,1931.0200916860852
455044.6706060606,6780986.140606061,1917.1991072118906
455139.7963636364,6780986.140606061,1907.79
455234.9221212121,6780986.140606061,1906.0281507381487
455330.0478787879,6780986.140606061,1904.950229718016
455425.17363636364,6780986.140606061,1898.3432245532254
455520.29939393944,6780986.140606061,1885.991423465396
455615.42515151517,6780986.140606061,1874.9786731225588
455710.5509090909,6780986.140606061,1844.4191163098394
455805.6766666667,6780986.140606061,1823.5444133364365
455900.8024242424,6780986.140606061,1815.370173080339
455995.9281818182,6780986.140606061,1814.1707303807318
456091.05393939395,6780986.140606061,1810.637707847708
456186.1796969697,6780986.140606061,1813.567236938753
456281.3054545455,6780986.140606061,1810.6863543123613
456376.4312121212,6780986.140606061,1814.3280730380693
456471.556969697,6780986.140606061,1812.7136974387822
456566.68272727274,6780986.140606061,1805.5918648018715
456661.8084848485,6780986.140606061,1803.1646416472304
456756.93424242426,6780986.140606061,1806.5948400613768
456852.06,6780986.140606061,1808.5853749028859
456947.1857575758,6780986.140606061,1811.408768484834
457042.3115151515,6780986.140606061,1810.501910586162
457137.4372727273,6780986.140606061,1802.0074414382393
450668.88575757574,6781094.092121213,2117.732501942516
450764.01151515153,6781094.092121213,2100.050755244757
450859.13727272727,6781094.092121213,2084.9305236985224
450954.26303030306,6781094.092121213,2067.3668857808316
451049.3887878788,6781094.092121213,2045.4860745920673
451144.5145454545,6781094.092121213,2023.5996658896906
451239.6403030303,6781094.092121213,2004.6862424242481
451334.76606060605,6781094.092121213,1978.4583704515285
451429.89181818184,6781094.092121213,1957.5440792540871
451525.0175757576,6781094.092121213,1935.2539782440895
451620.14333333337,6781094.092121213,1913.254374514414
451715.2690909091,6781094.092121213,1887.9856612277226
451810.39484848484,6781094.092121213,1872.6481766146217
451905.5206060606,6781094.092121213,1855.0145532245608
452000.64636363636,6781094.092121213,1835.0602222222574
452095.77212121215,6781094.092121213,1821.1529264086612
452190.8978787879,6781094.092121213,1819.6353768453484
452286.0236363636,6781094.092121213,1821.6796658896067
452381.1493939394,6781094.092121213,1821.5001787100891
452476.27515151515,6781094.092121213,1821.3328148338426
452571.40090909094,6781094.092121213,1825.2309479408846
452666.5266666667,6781094.092121213,1848.1981667818768
452761.65242424246,6781094.092121213,1879.784416784416
452856.7781818182,6781094.092121213,1894.6415928515444
452951.90393939393,6781094.092121213,1885.6920979019897
453047.0296969697,6781094.092121213,1876.5307610094596
453142.15545454546,6781094.092121213,1865.8741958041808
453237.28121212125,6781094.092121213,1850.5703978243719
453332.406969697,6781094.092121213,1838.0839674968352
453427.5327272727,6781094.092121213,1865.850208545953
453522.6584848485,6781094.092121213,1907.820912233757
453617.78424242424,6781094.092121213,1945.0482171713447
453712.91000000003,6781094.092121213,1944.2391810411723
453808.03575757577,6781094.092121213,1934.3234110334872
453903.1615151515,6781094.092121213,1913.0201651622822
453998.2872727273,6781094.092121213,1880.9308671328652
454093.413030303,6781094.092121213,1855.3628111887851
454188.5387878788,6781094.092121213,1840.8697408940834
454283.66454545455,6781094.092121213,1823.0871100195766
454378.79030303034,6781094.092121213,1871.4841132997071
454473.9160606061,6781094.092121213,1900.7441929597112
454569.0418181818,6781094.092121213,1937.0398665414025
454664.1675757576,6781094.092121213,1955.9892667215113
454759.29333333333,6781094.092121213,1940.2241599348572
454854.4190909091,6781094.092121213,1928.939625485392
454949.54484848486,6781094.092121213,1916.8066868685569
455044.6706060606,6781094.092121213,1902.7871655010888
455139.7963636364,6781094.092121213,1904.7449432788837
455234.9221212121,6781094.092121213,1903.8886446648642
455330.0478787879,6781094.092121213,1908.7519269619388
455425.17363636364,6781094.092121213,1904.7833954933808
455520.29939393944,6781094.092121213,1896.704293832388
455615.42515151517,6781094.092121213,1883.2760792540403
455710.5509090909,6781094.092121213,1860.497393939311
455805.6766666667,6781094.092121213,1830.6234746170028
455900.8024242424,6781094.092121213,1805.2840971251278
455995.9281818182,6781094.092121213,1800.1287587411905
456091.05393939395,6781094.092121213,1795.9877466977077
456186.1796969697,6781094.092121213,1794.1095738056565
456281.3054545455,6781094.092121213,1795.198702408594
456376.4312121212,6781094.092121213,1791.4447312460466
456471.556969697,6781094.092121213,1784.0384040403287
456566.68272727274,6781094.092121213,1779.2119114218322
456661.8084848485,6781094.092121213,1776.0157463356884
456756.93424242426,6781094.092121213,1794.5398057495172
456852.06,6781094.092121213,1778.1788793162236
456947.1857575758,6781094.092121213,1783.6830325564433
457042.3115151515,6781094.092121213,1793.7416507846362
457137.4372727273,6781094.092121213,1788.4633115626261
457232.56303030305,6781094.092121213,1770.5565544082924
450668.88575757574,6781202.043636364,2113.409729603735
450764.01151515153,6781202.043636364,2097.79
450859.13727272727,6781202.043636364,2081.603370629364
450954.26303030306,6781202.043636364,2063.5802097902124
451049.3887878788,6781202.043636364,2043.713272794699
451144.5145454545,6781202.043636364,2023.6420279720153
451239.6403030303,6781202.043636364,2003.5240326340222
451334.76606060605,6781202.043636364,1979.7791095570867
451429.89181818184,6781202.043636364,1962.0552307692246
451525.0175757576,6781202.043636364,1941.051398601396
451620.14333333337,6781202.043636364,1922.0027080829886
451715.2690909091,6781202.043636364,1896.814494172492
451810.39484848484,6781202.043636364,1875.285470085468
451905.5206060606,6781202.043636364,1856.1335482042641
452000.64636363636,6781202.043636364,1837.6591095571137
452095.77212121215,6781202.043636364,1822.0851812400788
452190.8978787879,6781202.043636364,1816.79
452286.0236363636,6781202.043636364,1816.7899999999997
452381.1493939394,6781202.043636364,1816.79
452476.27515151515,6781202.043636364,1816.79
452571.40090909094,6781202.043636364,1826.0743342145959
452666.5266666667,6781202.043636364,1855.2585784223222
452761.65242424246,6781202.043636364,1873.0231608391546
452856.7781818182,6781202.043636364,1878.873916083885
452951.90393939393,6781202.043636364,1874.393766899775
453047.0296969697,6781202.043636364,1867.1903543123278
453142.15545454546,6781202.043636364,1859.2235664335512
453237.28121212125,6781202.043636364,1847.291966428646
453332.406969697,6781202.043636364,1835.79
453427.5327272727,6781202.043636364,1852.4360447218005
453522.6584848485,6781202.043636364,1890.091022615602
453617.78424242424,6781202.043636364,1928.317259148318
453712.91000000003,6781202.043636364,1942.0860372960346
453808.03575757577,6781202.043636364,1936.538101499703
453903.1615151515,6781202.043636364,1915.236405594418
453998.2872727273,6781202.043636364,1883.6613566433527
454093.413030303,6781202.043636364,1856.1848399297687
454188.5387878788,6781202.043636364,1834.1727878787606
454283.66454545455,6781202.043636364,1812.79
454378.79030303034,6781202.043636364,1799.1955973875881
454473.9160606061,6781202.043636364,1841.1202005700156
454569.0418181818,6781202.043636364,1863.1636515341786
454664.1675757576,6781202.043636364,1873.5735820652021
454759.29333333333,6781202.043636364,1896.4856400314975
454854.4190909091,6781202.043636364,1913.1396503496508
454949.54484848486,6781202.043636364,1909.4135789705806
455044.6706060606,6781202.043636364,1902.9831282051334
455139.7963636364,6781202.043636364,1898.18788309928
455234.9221212121,6781202.043636364,1903.79
455330.0478787879,6781202.043636364,1903.2887412587525
455425.17363636364,6781202.043636364,1903.805944055943
455520.29939393944,6781202.043636364,1893.0405827505756
455615.42515151517,6781202.043636364,1876.6591934731723
455710.5509090909,6781202.043636364,1853.1366013986074
455805.6766666667,6781202.043636364,1828.1509976690088
455900.8024242424,6781202.043636364,1809.6238126993012
455995.9281818182,6781202.043636364,1790.966821090903
456091.05393939395,6781202.043636364,1785.6466433565843
456186.1796969697,6781202.043636364,1779.7037389277075
456281.3054545455,6781202.043636364,1781.3587645687808
456376.4312121212,6781202.043636364,1781.1336817319575
456471.556969697,6781202.043636364,1770.306643356606
456566.68272727274,6781202.043636364,1768.8319580419725
456661.8084848485,6781202.043636364,1764.5722097902105
456756.93424242426,6781202.043636364,1764.217692307657
456852.06,6781202.043636364,1760.5089743589813
456947.1857575758,6781202.043636364,1758.656442890446
457042.3115151515,6781202.043636364,1767.260862470815
457137.4372727273,6781202.043636364,1767.3614482815813
457232.56303030305,6781202.043636364,1762.9444615383627
457327.6887878788,6781202.043636364,1744.7900000000002
450668.88575757574,6781309.995151515,2112.7953315428676
450764.01151515153,6781309.995151515,2097.79
450859.13727272727,6781309.995151515,2082.941407925405
450954.26303030306,6781309.995151515,2062.5064144096787
